,average_score,70%,80%,90%,95%,99%
TCGA-10-0931-01,0.913999654154302,-0.049617583325541,-0.0422382850527945,-0.0279460534320954,-0.0102770084513615,0.0768035167653052
TCGA-10-0933-01,-0.0454714508260871,-0.0372631328443417,-0.0297574839083648,-0.0161928138879367,-0.000321448157519834,0.0602989965883498
TCGA-10-0934-01,3.29488253288655,-0.0298379591805068,-0.0192591855612069,-0.000891287110026253,0.0227610583480072,0.109657250984106
TCGA-10-0935-01,0.897974765024076,-0.0499835445742166,-0.0423040909504534,-0.0275287670716884,-0.00804350907307915,0.0574312375232397
TCGA-13-0723-01,1.04273203115922,-0.0501885537705117,-0.0416723474546373,-0.029414315782244,-0.0183337426523485,0.0365478442894859
TCGA-13-0724-01,1.14568984755976,-0.0458408464936503,-0.0370448392425062,-0.0196571377784183,-0.000527593939697122,0.0852990072792975
TCGA-13-0726-01,0.558028852425707,-0.0713468524789171,-0.0636184554274132,-0.0502340593151271,-0.0308765617692575,0.0868461583558916
TCGA-13-0751-01,1.53377510117911,-0.042433156952299,-0.0341858602986643,-0.0198821188777396,-0.00412752278354225,0.0874652082576886
TCGA-13-0755-01,-0.0570160779771255,-0.0606699875808517,-0.054716094647297,-0.0437894603273565,-0.0282495496334463,0.0279236766310495
TCGA-13-0760-01,-0.00110784985832568,-0.10027135030955,-0.0930348144270249,-0.0791052555203039,-0.0606525400153236,9.14469446054711
TCGA-13-0765-01,5.90529029203389,-0.0268317027281587,-0.0161192042709812,0.00189287054576982,0.0225883142324447,0.134498918870802
TCGA-13-0791-01,0.294176387795309,-0.0707995298661435,-0.0640361827345053,-0.0502876631633228,-0.0337676782306826,0.0415935328222303
TCGA-13-0795-01,0.726658284462834,-0.0524997755747457,-0.0453998472288843,-0.0324035935558781,-0.0155221498781367,0.0453356928117457
TCGA-13-0800-01,2.11640070696591,-0.0330779645313413,-0.0223287118075499,-0.00586802342352536,0.0177158232080881,0.0955994609947124
TCGA-13-0804-01,0.905010998223602,-0.0501868921875901,-0.0432954229414436,-0.0304988466224061,-0.0140163222268272,0.0534636181234666
TCGA-13-0807-01,0.739530864923412,-0.0541747354536617,-0.04751806126417,-0.035306534445699,-0.0172083192704871,0.0436835319575774
TCGA-13-0883-01,0.8981252789054,-0.050123360838455,-0.0421291960050366,-0.0274795199544183,-0.00946294135748487,0.0773301093155837
TCGA-13-0884-01,0.1876014525295,-0.0780363091765227,-0.0700642359885838,-0.0546881251247777,-0.0357328865747932,0.0546488400217932
TCGA-13-0885-01,0.849806848614399,-0.0636996443033956,-0.056945897495878,-0.0435696828848125,-0.0259391174546317,0.0685999691553204
TCGA-13-0886-01,2.14158402136376,-0.0377794404217133,-0.0286705024650154,-0.0150641067322727,0.00483075827325895,0.0881335376422105
TCGA-13-0887-01,0.200791869945431,-0.0778577797949474,-0.0704471903387174,-0.0578732552395305,-0.0419237918008877,0.116075651097597
TCGA-13-0890-01,2.18346111720814,-0.0447823599408841,-0.0340362429830944,-0.0146370274979031,0.0142034857918934,0.119959125128595
TCGA-13-0891-01,1.15954798456083,-0.0469072281106794,-0.0386786829483352,-0.0249258791498672,-0.00707041900824976,0.0628875842557393
